City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
479,yangambi,0.8102,24.4336,32.72,44,98,2.44,CD,1682680261
480,afaahiti,-17.75,-149.2833,23.93,81,85,4.78,PF,1682680262
481,bonthe,7.5264,-12.505,30.31,61,43,3.84,SL,1682680262
482,bykovo,55.6361,38.0803,15.85,75,75,4.0,RU,1682680263
483,kourou,5.1552,-52.6478,24.03,87,96,3.41,GF,1682680263
484,khandud,36.9513,72.318,8.47,42,36,1.27,AF,1682680264
485,pritzwalk,53.1494,12.1741,15.29,53,94,5.27,DE,1682680265
486,show low,34.2542,-110.0298,9.16,29,0,0.0,US,1682680265
487,nushki,29.5542,66.0215,26.51,28,100,6.64,PK,1682680266
488,blagoveshchenka,52.8333,79.8667,23.77,25,95,7.14,RU,1682680266
489,neuquen,-38.9516,-68.0591,7.94,87,0,0.0,AR,1682680262
490,ayorou,14.7308,0.9174,38.76,19,1,6.01,NE,1682680092
491,tamanrasset,22.785,5.5228,31.95,11,87,8.23,DZ,1682680268
492,santiago de cao,-7.9589,-79.2392,24.07,78,40,2.06,PE,1682680269
493,ormara,25.2088,64.6357,27.05,69,0,7.35,PK,1682680269
494,sorong,-0.8833,131.25,28.12,75,99,0.8,ID,1682680270
495,bridgewater,44.3835,-64.5155,6.17,97,41,0.45,CA,1682680101
496,chos malal,-37.3781,-70.2709,12.01,33,56,3.07,AR,1682680271
497,midvagur,62.0511,-7.1939,3.46,56,100,5.66,FO,1682680272
498,miles city,46.4083,-105.8406,4.54,81,100,4.12,US,1682680216
499,dalandzadgad,43.5708,104.425,10.03,11,3,10.08,MN,1682680090
500,dali,25.7,100.1833,21.91,36,48,5.36,CN,1682680273
501,mahbubnagar,16.7333,77.9833,35.27,26,5,4.13,IN,1682680274
502,kloulklubed,7.0419,134.2556,28.68,74,94,1.13,PW,1682680275
503,manggar,-2.8833,108.2667,27.89,74,98,0.61,ID,1682680275
504,bengkulu,-3.8004,102.2655,26.47,85,100,1.39,ID,1682680276
505,prado,-17.3411,-39.2208,25.28,79,0,2.91,BR,1682680276
506,merizo village,13.2658,144.6691,27.77,93,12,9.52,GU,1682680277
507,matthew town,20.95,-73.6667,25.33,74,100,4.73,BS,1682680278
508,kamaishi,39.2667,141.8833,12.4,68,26,1.73,JP,1682680278
509,bei'an,24.5399,109.533,24.79,83,57,1.14,CN,1682680279
510,ribeira brava,32.65,-17.0667,27.06,63,47,1.37,PT,1682680280
511,yantarnyy,54.8717,19.9381,9.92,69,0,3.32,RU,1682680280
512,la passe,45.5549,-0.8967,23.9,75,99,2.11,FR,1682680281
513,campo gallo,-26.5833,-62.85,15.15,84,0,3.26,AR,1682680281
514,kuqa,41.7278,82.9364,23.01,11,0,1.63,CN,1682680282
515,riosucio,5.4216,-75.7032,13.67,97,100,0.32,CO,1682680283
516,meadow lake,34.8014,-106.5436,12.84,31,77,3.39,US,1682680283
517,tayga,56.06,85.6197,21.51,50,93,4.68,RU,1682680284
518,kaoma,-14.7833,24.8,29.1,27,25,4.37,ZM,1682680285
519,ridgecrest,35.6225,-117.6709,20.92,25,0,2.57,US,1682680285
520,tome acu,-2.4189,-48.1522,24.15,95,97,0.87,BR,1682680252
521,lhasa,29.65,91.1,15.33,13,85,2.99,CN,1682680286
522,paidha,2.4167,30.9855,19.57,86,99,0.99,UG,1682680287
523,bandarbeyla,9.4942,50.8122,31.61,57,99,7.54,SO,1682680288
524,talakan,50.3167,130.3667,6.49,41,3,2.21,RU,1682680288
525,sake,-1.5736,29.045,20.63,90,91,0.22,CD,1682680289
526,kununurra,-15.7667,128.7333,25.99,78,81,0.0,AU,1682680290
527,greymouth,-42.4667,171.2,9.69,88,0,1.97,NZ,1682680290
528,mana,5.6592,-53.7767,25.72,87,71,3.56,GF,1682680291
529,otjimbingwe,-22.35,16.1333,32.12,27,33,1.29,NA,1682680292
530,schuttorf,52.3167,7.2333,16.42,78,100,0.89,DE,1682680292
531,pimampiro,0.4,-77.9667,13.96,91,100,1.61,EC,1682680293
532,vila velha,-20.3297,-40.2925,25.97,87,0,1.54,BR,1682680278
533,menongue,-14.6585,17.691,29.29,20,83,5.22,AO,1682680294
534,halifax,44.6453,-63.5724,5.68,91,47,2.68,CA,1682680111
535,isla mujeres,21.2311,-86.731,26.03,81,100,7.49,MX,1682680295
536,pariaman,-0.619,100.12,26.03,88,100,1.87,ID,1682680296
537,neiafu,-18.65,-173.9833,26.98,80,40,3.25,TO,1682680296
538,brigantine,39.4101,-74.3646,12.23,87,40,6.17,US,1682680297
539,guiuan,11.0333,125.7247,28.83,77,6,5.79,PH,1682680298
540,colonia,50.9333,6.95,17.41,85,75,2.06,DE,1682680165
541,mokhotlong,-29.2894,29.0675,20.1,34,15,6.28,LS,1682680300
542,wenchang,30.904,118.4887,20.81,83,100,2.94,CN,1682680301
543,beau vallon,-20.4189,57.6953,27.9,72,38,5.01,MU,1682680302
544,coari,-4.085,-63.1414,23.0,98,71,0.65,BR,1682680302
545,ar ruways,24.1103,52.7306,30.45,35,0,4.97,AE,1682680303
546,conduaga,8.862,117.4893,28.09,78,88,0.37,PH,1682680304
547,pacific grove,36.6177,-121.9166,12.23,91,8,0.52,US,1682680305
548,san jose de jachal,-30.2406,-68.7469,18.22,30,0,2.15,AR,1682679805
549,labuan,5.2767,115.2417,29.4,74,99,4.16,MY,1682680306
550,laguna,38.421,-121.4238,19.24,70,0,1.54,US,1682680307
551,saint croix,17.7397,-64.7388,24.98,89,0,2.57,VI,1682680308
552,koubia,11.5833,-11.9,35.04,7,45,4.22,GN,1682680308
553,somerset,40.5668,-74.5496,10.66,94,75,2.57,US,1682680121
554,preobrazheniye,42.9019,133.9064,6.9,90,98,2.43,RU,1682680309
555,miranda,3.2499,-76.2281,17.45,89,88,1.81,CO,1682680310
556,hatton,6.8916,80.5955,21.2,82,96,0.25,LK,1682680311
557,bugul'ma,54.55,52.8,19.56,35,3,5.52,RU,1682680311
558,gondar,12.6,37.4667,21.36,49,99,3.33,ET,1682680312
559,guantanamo,20.1444,-75.2092,23.76,85,40,1.17,CU,1682680312
560,yorkton,51.2167,-102.4677,-0.07,92,49,1.72,CA,1682680313
561,itaituba,-4.2761,-55.9836,24.43,87,47,1.33,BR,1682680313
562,funafuti,-8.5243,179.1942,29.22,75,42,7.95,TV,1682680314
563,turpan,42.9333,89.1667,26.72,8,55,0.68,CN,1682680315
